"","UsageClass","CheckoutType","MaterialType","CheckoutYear","CheckoutMonth","Checkouts","Title","ISBN","Creator","Subjects","Publisher","PublicationYear"
"3323","Digital","OverDrive","AUDIOBOOK",2022,5,17,"The Dark Prophecy: The Trials of Apollo Series, Book 2 (unabridged)","9781524735869","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2017"
"3324","Digital","OverDrive","AUDIOBOOK",2022,5,21,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3 (unabridged)","9781524735821","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2017"
"3325","Digital","OverDrive","AUDIOBOOK",2022,5,15,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged)","9780739380369","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2009"
"3326","Digital","OverDrive","AUDIOBOOK",2022,5,20,"The Hammer of Thor: Magnus Chase and the Gods of Asgard Series, Book 2 (unabridged)","9780451485267","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"3327","Physical","Horizon","BOOK",2022,5,10,"The House of Hades / Rick Riordan.","1423146727, 9781423146728","Riordan, Rick","Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Prophecies Juvenile fiction, Fantasy fiction, Mythological fiction","Disney/Hyperion Books,","2013"
"3328","Digital","OverDrive","AUDIOBOOK",2022,5,18,"The Burning Maze: The Trials of Apollo Series, Book 3 (unabridged)","9780525529170","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2018"
"3329","Digital","OverDrive","AUDIOBOOK",2022,5,10,"The Tower of Nero: The Trials of Apollo Series, Book 5 (unabridged)","9780593290965","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2020"
"3330","Physical","Horizon","BOOK",2022,5,22,"The lightning thief / Rick Riordan.","0786856297, 9780786856299","Riordan, Rick","Mythology Greek Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2005"
"3331","Digital","OverDrive","AUDIOBOOK",2022,5,14,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged)","9780739350874","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2007"
"3332","Digital","OverDrive","AUDIOBOOK",2022,5,17,"The Tyrant's Tomb: The Trials of Apollo Series, Book 4 (unabridged)","9780593149522","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2019"
"3333","Digital","OverDrive","AUDIOBOOK",2022,5,12,"9 From the Nine Worlds (unabridged)","9780525641858","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Short Stories","Books on Tape","2018"
"3334","Digital","OverDrive","AUDIOBOOK",2022,5,10,"The Mark of Athena: The Heroes of Olympus Series, Book 3 (unabridged)","9780449014530","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2013"
"3335","Digital","OverDrive","AUDIOBOOK",2022,5,17,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1 (unabridged)","9781101917015","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2015"
"3336","Physical","Horizon","BOOK",2022,5,16,"The battle of the Labyrinth / Rick Riordan.","1423101464, 9781423101468","Riordan, Rick","Mythology Greek Juvenile fiction, Labyrinths Juvenile fiction, Camps Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction, Mythological fiction","Hyperion Books for Children,","2008"
"3337","Digital","OverDrive","EBOOK",2022,5,10,"The Hidden Oracle: Trials of Apollo Series, Book 1","9781484736678","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2016"
"3338","Digital","OverDrive","AUDIOBOOK",2022,5,17,"Daughter of the Deep (unabridged)","9781368078511","Rick Riordan","Juvenile Fiction, Juvenile Literature, Suspense","Findaway","2021"
"3339","Physical","Horizon","BOOK",2022,9,13,"The blood of Olympus / Rick Riordan.","1423146735, 1423194632, 9781423146735, 9781423194637","Riordan, Rick","Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Gaia Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Disney-Hyperion,","2014"
"3340","Digital","OverDrive","EBOOK",2022,5,19,"The Tower of Nero: The Trials of Apollo Series, Book 5","9781368001458","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2020"
"3341","Digital","OverDrive","AUDIOBOOK",2022,5,14,"The House of Hades: The Heroes of Olympus Series, Book 4 (unabridged)","9780804122832","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2013"
"3342","Physical","Horizon","BOOK",2022,5,13,"The demigod files / Rick Riordan.","142312166X, 9781423121664","Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2009"
"3343","Physical","Horizon","BOOK",2022,5,12,"The son of Neptune / Rick Riordan.","1423140591, 9781423140597","Riordan, Rick","Gaia Greek deity Juvenile fiction, Hera Greek deity Juvenile fiction, Neptune Roman deity Juvenile fiction, Camps Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Quests Expeditions Juvenile fiction, Fantasy fiction, Mythological fiction","Disney/Hyperion Books,","2011"
"3344","Physical","Horizon","BOOK",2022,6,19,"The last Olympian / Rick Riordan.","1423101472, 9781423101475","Riordan, Rick","Titans Mythology Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2009"
"3345","Physical","Horizon","BOOK",2022,6,17,"The burning maze / Rick Riordan.","1484746430, 9781484746431","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Oracles Juvenile fiction","Disney-Hyperion,","2018"
"3346","Physical","Horizon","BOOK",2022,6,22,"The sea of monsters / Rick Riordan.","0786856866, 9780786856862","Riordan, Rick","Hades Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Juvenile fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Miramax Books/Hyperion Books for Children,","2006"
"3347","Digital","OverDrive","EBOOK",2022,6,14,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","9781423131892","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3348","Physical","Horizon","BOOK",2022,6,24,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","1423116968, 1423117107, 9781423116967, 9781423117100","Riordan, Rick","Hades Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","Disney/Hyperion Books,","2010"
"3349","Physical","Horizon","BOOK",2022,6,17,"The blood of Olympus / Rick Riordan.","1423146735, 1423194632, 9781423146735, 9781423194637","Riordan, Rick","Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Gaia Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Disney-Hyperion,","2014"
"3350","Physical","Horizon","BOOK",2022,6,10,"The demigod diaries / Rick Riordan.","1423163001, 9781423163008","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Diaries Fiction, Mythological fiction","Disney/Hyperion Books,","2012"
"3351","Physical","Horizon","BOOK",2022,6,13,"The mark of Athena / Rick Riordan.","1423140605, 9781423140603","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Giants Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Mythological fiction","Disney-Hyperion Books,","2012"
"3352","Digital","OverDrive","EBOOK",2022,6,14,"The Red Pyramid: The Kane Chronicles, Book 1","9781423142492","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3353","Digital","OverDrive","AUDIOBOOK",2022,6,12,"The Lost Hero: The Heroes of Olympus Series, Book 1 (unabridged)","9780307711809","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2010"
"3354","Digital","OverDrive","EBOOK",2022,6,13,"The Lost Hero: The Heroes of Olympus Series, Book 1","9781423145400","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3355","Digital","OverDrive","AUDIOBOOK",2022,6,13,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged)","9780739364772","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2008"
"3356","Digital","OverDrive","AUDIOBOOK",2022,6,19,"The Hidden Oracle: The Trials of Apollo Series, Book 1 (unabridged)","9780451485229","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"3357","Digital","OverDrive","AUDIOBOOK",2022,6,13,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged)","9780739380369","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2009"
"3358","Physical","Horizon","BOOK",2022,6,12,"Percy Jackson & the Olympians. Book five, The last Olympian : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Orpheus Collar and Antoine Dodé ; lettering by Chris Dickey.","148478233X, 1484786386, 9781484782330, 9781484786383","Riordan, Rick","Jackson Percy Fictitious character Comic books strips etc, Mythology Greek Comic books strips etc, Fate and fatalism Comic books strips etc, Monsters Comic books strips etc, Animals Mythical Comic books strips etc, Titans Mythology Comic books strips etc, Cartoons and comics, Comics adaptations, Graphic novels","Disney-Hyperion,","2019"
"3359","Digital","OverDrive","AUDIOBOOK",2022,6,14,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1 (unabridged)","9781101917015","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2015"
"3360","Digital","OverDrive","AUDIOBOOK",2022,6,16,"Daughter of the Deep (unabridged)","9781368078511","Rick Riordan","Juvenile Fiction, Juvenile Literature, Suspense","Findaway","2021"
"3361","Physical","Horizon","BOOK",2022,6,11,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by Gregory Guilhaumond ; lettering by Chris Dickey.","1423145305, 1423145518, 9781423145301, 9781423145516","Riordan, Rick","Mythology Greek Comic books strips etc, Artemis Greek deity Comic books strips etc, Animals Mythical Comic books strips etc, Monsters Comic books strips etc, Titans Mythology Comic books strips etc, Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Cartoons and comics, Graphic novels","Disney/Hyperion Books,","2013"
"3362","Digital","OverDrive","AUDIOBOOK",2022,6,15,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3 (unabridged)","9781524735821","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2017"
"3363","Digital","OverDrive","AUDIOBOOK",2022,6,13,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged)","9780739350874","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2007"
"3364","Digital","OverDrive","AUDIOBOOK",2022,6,19,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged)","9780739329986","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2007"
"3365","Digital","OverDrive","EBOOK",2022,6,15,"The Dark Prophecy: Trials of Apollo Series, Book 2","9781368001014","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"3366","Physical","Horizon","BOOK",2022,6,15,"The dark prophecy / Rick Riordan.","1484746422, 9781484746424","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Fantasy fiction, Fantasy fiction, Mythological fiction","Disney-Hyperion,","2017"
"3367","Physical","Horizon","BOOK",2022,6,13,"The battle of the Labyrinth / Rick Riordan.","1423101464, 9781423101468","Riordan, Rick","Mythology Greek Juvenile fiction, Labyrinths Juvenile fiction, Camps Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction, Mythological fiction","Hyperion Books for Children,","2008"
"3368","Physical","Horizon","BOOK",2022,6,19,"The lightning thief / Rick Riordan.","0786856297, 9780786856299","Riordan, Rick","Mythology Greek Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2005"
"3369","Physical","Horizon","BOOK",2022,6,17,"The lost hero / Rick Riordan.","142311339X, 9781423113393","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Monsters Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2010"
"3370","Digital","OverDrive","AUDIOBOOK",2022,6,15,"The Blood of Olympus: The Heroes of Olympus Series, Book 5 (unabridged)","9780804193757","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2014"
"3371","Digital","OverDrive","AUDIOBOOK",2022,6,30,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged)","9780739345146","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2006"
"3372","Digital","OverDrive","EBOOK",2022,6,10,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5","9781423131991","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3373","Physical","Horizon","BOOK",2022,6,14,"The House of Hades / Rick Riordan.","1423146727, 9781423146728","Riordan, Rick","Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Prophecies Juvenile fiction, Fantasy fiction, Mythological fiction","Disney/Hyperion Books,","2013"
"3374","Physical","Horizon","BOOK",2022,6,14,"The tyrant's tomb / Rick Riordan.","1484746449, 9781484746448","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Heroes Juvenile fiction, Fantasy fiction","Disney-Hyperion,","2019"
"3375","Digital","OverDrive","AUDIOBOOK",2022,6,13,"The House of Hades: The Heroes of Olympus Series, Book 4 (unabridged)","9780804122832","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2013"
"3376","Physical","Horizon","BOOK",2022,6,11,"The demigod files / Rick Riordan.","142312166X, 9781423121664","Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2009"
"3377","Physical","Horizon","BOOK",2022,6,10,"Camp Jupiter classified : a probatio's journal / Rick Riordan.","136802405X, 9781368024051, 9781368056205","Riordan, Rick","Mythology Roman Juvenile fiction, Camps Juvenile fiction, Diaries Juvenile fiction, Mythology Roman Fiction, Camps Fiction, Diaries Fiction, Fantasy fiction, Fantasy fiction, Diary fiction","Disney-Hyperion,","2020"
"3378","Digital","OverDrive","AUDIOBOOK",2022,6,12,"The Tyrant's Tomb: The Trials of Apollo Series, Book 4 (unabridged)","9780593149522","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2019"
"3379","Digital","OverDrive","AUDIOBOOK",2022,6,18,"The Hammer of Thor: Magnus Chase and the Gods of Asgard Series, Book 2 (unabridged)","9780451485267","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"3380","Digital","OverDrive","EBOOK",2022,6,17,"Daughter of the Deep","9781368077941","Rick Riordan","Juvenile Fiction, Suspense","Disney Digital Books","2021"
